transaction_id,customer_id,product_id,transaction_date,quantity,payment_method,unit_price,total_amount,timestamp
312,58,3,2024-05-29,1,Efectivo,50,111.22858168164849,2024-05-29 19:27:31
313,96,4,2024-10-02,1,Tarjeta,100,188.11816640578127,2024-10-02 06:07:56
314,1,7,2024-10-15,2,Efectivo,720,1564.9590363103816,2024-10-15 20:55:12
315,69,8,2024-02-25,3,Transferencia,350,1273.8638280942905,2024-02-25 00:49:23
316,4,3,2024-02-22,2,Transferencia,50,186.96784220619733,2024-02-22 20:05:22
317,16,2,2024-08-20,1,Tarjeta,30,48.32045653333599,2024-08-20 03:51:06
318,24,1,2024-03-05,1,Efectivo,100,151.21102656143643,2024-03-05 08:58:25
319,80,6,2024-04-27,3,Efectivo,1000,3136.5094355264914,2024-04-27 17:20:03
320,2,5,2024-07-23,1,Efectivo,500,588.0354164141053,2024-07-23 23:01:36
321,92,5,2024-04-25,3,Transferencia,500,1595.8787316351675,2024-04-25 09:06:53
322,32,1,2024-08-18,2,Tarjeta,100,394.01216095631946,2024-08-18 18:32:09
323,91,6,2024-04-23,3,Efectivo,1000,3288.697292347214,2024-04-23 16:51:26
324,84,1,2024-02-24,3,Transferencia,100,396.86054362928843,2024-02-24 01:15:12
325,24,2,2024-05-30,1,Transferencia,30,71.32467599295884,2024-05-30 06:17:46
326,12,8,2024-09-26,1,Transferencia,350,440.60001667864964,2024-09-26 04:37:10
327,50,3,2024-03-13,3,Efectivo,50,440.987999641949,2024-03-13 20:41:59
328,35,7,2024-04-01,1,Efectivo,720,769.9095192552439,2024-04-01 00:10:36
329,33,5,2024-02-14,1,Efectivo,500,538.8897341076809,2024-02-14 01:02:55
330,33,2,2024-09-20,1,Efectivo,30,87.34846119263878,2024-09-20 18:52:37
331,61,3,2024-04-28,3,Efectivo,50,365.6976857187484,2024-04-28 17:56:31
332,51,2,2024-02-22,1,Efectivo,30,64.61270638374819,2024-02-22 21:49:21
333,43,6,2024-09-27,3,Efectivo,1000,3228.8477571471494,2024-09-27 20:46:56
334,12,5,2024-06-05,1,Efectivo,500,514.6491621403177,2024-06-05 03:09:11
335,67,7,2024-02-01,2,Efectivo,720,1468.873008697595,2024-02-01 15:19:44
336,65,1,2024-01-20,1,Transferencia,100,144.76589346309908,2024-01-20 19:13:00
337,33,1,2024-04-26,1,Efectivo,100,141.81258728546487,2024-04-26 22:41:18
338,40,3,2024-10-02,3,Tarjeta,50,265.2209681491311,2024-10-02 20:21:49
339,74,7,2024-05-29,3,Transferencia,720,2322.5753359206055,2024-05-29 02:59:38
340,43,8,2024-07-14,1,Efectivo,350,388.86602240804143,2024-07-14 03:28:21
341,44,4,2024-04-15,2,Tarjeta,100,254.60642532425655,2024-04-15 00:35:08
342,29,6,2024-05-03,1,Efectivo,1000,1037.852259417974,2024-05-03 10:06:22
343,13,3,2024-09-23,1,Tarjeta,50,147.74138455292115,2024-09-23 21:03:07
344,12,4,2024-03-17,2,Tarjeta,100,294.00041505907274,2024-03-17 06:29:01
345,95,2,2024-06-13,3,Tarjeta,30,240.07244975175064,2024-06-13 21:26:54
346,46,6,2024-02-01,1,Tarjeta,1000,1061.8890490956026,2024-02-01 03:59:27
347,2,2,2024-10-11,3,Transferencia,30,385.5020074718411,2024-10-11 19:24:28
348,35,8,2024-02-24,3,Transferencia,350,1145.232344637656,2024-02-24 03:20:02
349,87,7,2024-08-13,2,Tarjeta,720,1582.630779895838,2024-08-13 23:50:20
350,81,5,2024-03-18,2,Efectivo,500,1148.8772448375103,2024-03-18 16:39:09
351,90,6,2024-01-27,3,Tarjeta,1000,3193.9775925341273,2024-01-27 04:21:40
352,8,4,2024-09-24,1,Transferencia,100,117.97205056729797,2024-09-24 22:01:45
353,93,8,2024-02-29,3,Efectivo,350,1262.7555144734456,2024-02-29 17:22:23
354,26,5,2024-07-12,1,Transferencia,500,515.7685239932558,2024-07-12 08:08:38
355,74,1,2024-06-11,1,Transferencia,100,163.65283845949074,2024-06-11 07:40:10
356,90,4,2024-05-18,2,Efectivo,100,353.1246118999137,2024-05-18 20:08:19
357,34,3,2024-05-08,1,Tarjeta,50,78.98729015579553,2024-05-08 20:22:54
358,7,1,2024-08-13,1,Tarjeta,100,185.74598067884966,2024-08-13 18:07:06
359,68,8,2024-01-31,3,Tarjeta,350,1088.1955274939112,2024-01-31 12:32:47
360,58,1,2024-06-22,2,Tarjeta,100,371.8863154584951,2024-06-22 21:36:19
361,75,3,2024-04-27,1,Efectivo,50,101.42961455784885,2024-04-27 07:45:39
362,29,6,2024-01-09,1,Efectivo,1000,1029.582914593848,2024-01-09 17:02:45
363,36,1,2024-07-08,2,Efectivo,100,244.08006609891424,2024-07-08 18:43:01
364,89,7,2024-06-16,3,Transferencia,720,2447.3929352472405,2024-06-16 12:58:30
365,21,4,2024-01-01,2,Efectivo,100,233.0798057646082,2024-01-01 04:39:26
366,36,5,2024-08-26,2,Tarjeta,500,1055.8368155884666,2024-08-26 03:33:00
367,10,1,2024-02-17,1,Transferencia,100,141.30401126897414,2024-02-17 13:27:38
368,73,4,2024-09-23,1,Tarjeta,100,165.82113640650084,2024-09-23 15:37:01
369,24,2,2024-02-05,3,Tarjeta,30,267.0962930245466,2024-02-05 00:25:09
370,64,4,2024-10-01,1,Efectivo,100,121.30791431710826,2024-10-01 09:32:26
371,99,5,2024-01-26,1,Efectivo,500,536.0755185364393,2024-01-26 22:59:59
372,49,4,2024-06-09,2,Tarjeta,100,262.9753187954843,2024-06-09 13:01:14
373,99,3,2024-03-25,1,Tarjeta,50,79.21885690413072,2024-03-25 07:15:48
374,36,8,2024-10-18,3,Transferencia,350,1191.0089708495964,2024-10-18 08:45:33
375,82,5,2024-09-02,2,Efectivo,500,1146.7256614664982,2024-09-02 21:47:47
376,96,8,2024-07-10,3,Transferencia,350,1138.7122916986536,2024-07-10 00:22:39
377,24,6,2024-10-16,2,Transferencia,1000,2086.0021983465367,2024-10-16 16:45:13
378,23,8,2024-05-23,1,Transferencia,350,395.1825684157046,2024-05-23 05:39:04
379,62,2,2024-09-14,2,Tarjeta,30,255.76217529837382,2024-09-14 19:22:58
380,96,3,2024-07-16,2,Transferencia,50,291.8399442382324,2024-07-16 05:43:21
381,37,6,2024-02-15,1,Transferencia,1000,1082.0123824476868,2024-02-15 05:18:36
382,12,4,2024-02-07,1,Tarjeta,100,131.74930287372666,2024-02-07 15:49:45
383,55,5,2024-09-30,3,Efectivo,500,1548.3700748047509,2024-09-30 08:33:02
384,13,2,2024-06-12,3,Efectivo,30,205.5641171845687,2024-06-12 13:50:19
385,23,3,2024-03-18,1,Transferencia,50,84.01150944904478,2024-03-18 23:26:56
386,89,6,2024-05-04,1,Tarjeta,1000,1055.5333220131754,2024-05-04 19:10:35
387,99,6,2024-03-15,1,Efectivo,1000,1079.9955119061015,2024-03-15 12:20:58
388,30,2,2024-09-10,2,Transferencia,30,234.49812899819443,2024-09-10 02:14:40
389,17,7,2024-02-08,2,Transferencia,720,1612.0755353738916,2024-02-08 09:25:57
390,62,4,2024-03-10,2,Tarjeta,100,284.7416010201522,2024-03-10 03:51:48
391,84,2,2024-10-25,1,Transferencia,30,101.85109091146145,2024-10-25 21:44:47
392,89,6,2024-01-27,3,Efectivo,1000,3114.465233331539,2024-01-27 13:11:22
393,86,1,2024-09-16,1,Tarjeta,100,115.48149889116644,2024-09-16 10:38:34
394,13,3,2024-03-12,2,Efectivo,50,246.28174780852962,2024-03-12 20:48:41
395,59,2,2024-05-01,2,Efectivo,30,81.76895946256181,2024-05-01 23:16:08
396,19,7,2024-08-23,1,Efectivo,720,766.8264328712639,2024-08-23 04:23:51
397,49,6,2024-08-01,1,Transferencia,1000,1039.6441342371868,2024-08-01 05:35:25
398,100,4,2024-05-31,2,Transferencia,100,344.8079569333934,2024-05-31 17:20:51
399,12,8,2024-08-01,2,Efectivo,350,857.9241850968682,2024-08-01 12:41:48
400,61,6,2024-07-14,2,Efectivo,1000,2074.737034474831,2024-07-14 04:54:42
401,19,4,2024-01-09,1,Tarjeta,100,183.04643130003683,2024-01-09 23:00:24
402,76,2,2024-10-19,2,Tarjeta,30,132.90501689088808,2024-10-19 09:56:34
403,9,4,2024-02-10,2,Transferencia,100,300.338744797581,2024-02-10 16:29:32
404,71,5,2024-06-05,3,Transferencia,500,1726.2950022938162,2024-06-05 10:57:57
405,28,5,2024-07-01,1,Tarjeta,500,572.362820630231,2024-07-01 14:57:43
406,78,5,2024-06-30,3,Efectivo,500,1796.5894875242939,2024-06-30 10:45:37
407,95,7,2024-04-03,3,Transferencia,720,2250.7934765383015,2024-04-03 00:43:40
408,52,7,2024-06-08,2,Efectivo,720,1579.2172244371247,2024-06-08 09:44:17
409,83,1,2024-09-27,1,Tarjeta,100,164.87137174481995,2024-09-27 11:08:58
410,16,7,2024-09-15,2,Transferencia,720,1624.7177218082054,2024-09-15 22:03:10
411,69,8,2024-05-15,1,Transferencia,350,374.07259274803874,2024-05-15 14:43:44
412,99,2,2024-01-14,3,Tarjeta,30,322.9855041684719,2024-01-14 02:41:17
413,12,6,2024-03-22,1,Transferencia,1000,1061.1441754641892,2024-03-22 12:15:11
414,25,6,2024-06-03,2,Tarjeta,1000,2069.439856561823,2024-06-03 06:41:14
415,52,1,2024-04-26,2,Transferencia,100,305.39828454649137,2024-04-26 04:57:04
416,85,7,2024-07-16,2,Tarjeta,720,1520.0797874725636,2024-07-16 00:12:45
417,100,8,2024-08-30,1,Transferencia,350,412.1382062509615,2024-08-30 12:37:19
418,53,4,2024-09-07,3,Efectivo,100,570.0301649199598,2024-09-07 13:35:26
419,23,1,2024-02-22,3,Efectivo,100,483.7123457912946,2024-02-22 10:14:20
420,16,8,2024-02-17,1,Efectivo,350,416.85501764939255,2024-02-17 03:36:15
421,57,4,2024-05-09,2,Transferencia,100,313.37461248064767,2024-05-09 20:47:57
422,39,8,2024-10-24,3,Transferencia,350,1093.8146867402784,2024-10-24 21:37:50
423,53,4,2024-05-06,2,Efectivo,100,261.91454023769694,2024-05-06 22:36:11
424,42,3,2024-04-07,1,Efectivo,50,104.28015564888744,2024-04-07 07:22:28
425,58,8,2024-06-18,2,Tarjeta,350,775.8423510740469,2024-06-18 10:45:36
426,39,6,2024-08-13,3,Tarjeta,1000,3079.0761713955226,2024-08-13 17:06:02
427,14,5,2024-07-12,3,Tarjeta,500,1666.1158673179784,2024-07-12 11:13:29
428,95,7,2024-02-23,2,Efectivo,720,1518.105762820613,2024-02-23 23:21:41
429,5,4,2024-03-12,1,Efectivo,100,133.22968788560732,2024-03-12 02:43:54
430,35,3,2024-08-16,2,Efectivo,50,203.51737513926855,2024-08-16 00:14:00
431,87,8,2024-10-26,1,Tarjeta,350,371.99558322739557,2024-10-26 22:03:29
432,93,6,2024-04-02,2,Transferencia,1000,2186.9942319535735,2024-04-02 08:46:08
433,75,5,2024-10-18,3,Efectivo,500,1764.2795664381947,2024-10-18 03:00:46
434,18,4,2024-01-07,1,Transferencia,100,173.68585271664818,2024-01-07 01:38:19
435,76,8,2024-09-13,1,Transferencia,350,369.55924448296105,2024-09-13 23:53:58
436,9,8,2024-09-13,1,Transferencia,350,429.82895290227236,2024-09-13 18:21:41
437,74,4,2024-01-30,3,Tarjeta,100,548.1484785894352,2024-01-30 10:46:13
438,58,1,2024-09-07,2,Transferencia,100,358.1976311885808,2024-09-07 20:45:23
439,17,1,2024-07-14,3,Efectivo,100,360.7707895221951,2024-07-14 20:12:42
440,7,6,2024-02-02,1,Tarjeta,1000,1067.9517161360989,2024-02-02 01:11:51
441,46,5,2024-08-04,2,Efectivo,500,1170.1784632348918,2024-08-04 15:48:08
442,13,4,2024-03-23,3,Efectivo,100,485.88541832931026,2024-03-23 11:33:36
443,40,6,2024-08-22,1,Tarjeta,1000,1068.176663770528,2024-08-22 14:28:54
444,42,6,2024-04-30,1,Efectivo,1000,1051.2527131483675,2024-04-30 01:41:23
445,9,2,2024-03-25,3,Efectivo,30,262.7509763686942,2024-03-25 03:29:58
446,50,8,2024-09-03,3,Tarjeta,350,1089.2817517549659,2024-09-03 22:54:36
447,27,7,2024-01-23,3,Efectivo,720,2362.520015932787,2024-01-23 00:43:00
448,66,8,2024-10-03,1,Transferencia,350,367.33024916020435,2024-10-03 15:56:35
449,5,1,2024-05-29,3,Efectivo,100,447.45394047186034,2024-05-29 11:45:21
450,29,5,2024-07-07,1,Transferencia,500,536.3389587900667,2024-07-07 02:36:26
451,37,8,2024-07-19,3,Efectivo,350,1227.2655465571625,2024-07-19 14:46:11
452,38,4,2024-04-29,1,Tarjeta,100,122.00747019708864,2024-04-29 05:25:22
453,83,6,2024-10-15,1,Tarjeta,1000,1072.2479061775987,2024-10-15 18:12:12
454,8,4,2024-03-07,2,Efectivo,100,363.1020766471247,2024-03-07 04:03:55
455,65,2,2024-10-14,3,Tarjeta,30,164.10570143065226,2024-10-14 00:11:11
456,86,5,2024-06-14,3,Efectivo,500,1558.1645335850083,2024-06-14 09:19:05
457,17,6,2024-03-14,1,Tarjeta,1000,1023.0963934508624,2024-03-14 15:01:19
458,71,4,2024-03-19,1,Transferencia,100,188.94148057086517,2024-03-19 07:27:35
459,89,1,2024-04-15,1,Efectivo,100,157.53703355807204,2024-04-15 09:56:30
460,45,7,2024-04-07,2,Transferencia,720,1544.1069792813505,2024-04-07 14:10:12
461,4,2,2024-01-18,2,Transferencia,30,99.20812743842377,2024-01-18 03:57:40
462,36,5,2024-06-15,1,Efectivo,500,568.4600406081265,2024-06-15 18:05:39
463,70,2,2024-05-19,3,Transferencia,30,354.3598898116743,2024-05-19 00:17:54
464,31,1,2024-09-30,3,Efectivo,100,553.6101847173323,2024-09-30 11:51:16
465,19,5,2024-01-27,2,Transferencia,500,1132.6898476165443,2024-01-27 02:37:55
466,61,2,2024-09-26,2,Efectivo,30,93.55016899730126,2024-09-26 21:46:54
467,54,3,2024-05-28,1,Efectivo,50,70.11573244584116,2024-05-28 04:12:00
468,39,1,2024-10-24,3,Tarjeta,100,343.3134265196527,2024-10-24 06:25:47
469,91,1,2024-08-28,1,Efectivo,100,133.17312948432223,2024-08-28 00:33:06
470,74,1,2024-04-04,2,Efectivo,100,244.419064088868,2024-04-04 09:00:30
471,90,3,2024-09-30,3,Transferencia,50,250.21297086815713,2024-09-30 15:24:39
472,19,3,2024-01-12,3,Efectivo,50,283.9656750441197,2024-01-12 23:02:46
473,39,4,2024-05-09,2,Tarjeta,100,389.7369011328044,2024-05-09 00:36:16
474,67,6,2024-03-11,1,Transferencia,1000,1064.9338453803523,2024-03-11 23:24:18
475,45,7,2024-03-01,1,Transferencia,720,805.1476407114666,2024-03-01 23:22:33
476,13,2,2024-04-25,3,Tarjeta,30,311.7949051923297,2024-04-25 17:11:58
477,92,4,2024-08-02,2,Transferencia,100,240.2505634947937,2024-08-02 07:31:55
478,58,2,2024-05-06,3,Transferencia,30,318.6985097209662,2024-05-06 21:30:42
479,20,7,2024-08-23,2,Transferencia,720,1509.5177986806425,2024-08-23 11:06:42
480,92,6,2024-06-30,1,Transferencia,1000,1067.5197062295235,2024-06-30 15:52:04
481,72,3,2024-03-01,2,Tarjeta,50,181.37315525573794,2024-03-01 01:50:10
482,61,6,2024-07-04,1,Tarjeta,1000,1099.7905036938193,2024-07-04 13:49:12
483,39,3,2024-07-24,2,Transferencia,50,167.43926630942002,2024-07-24 21:55:47
484,1,7,2024-01-20,3,Transferencia,720,2265.3652271090527,2024-01-20 20:45:16
485,3,6,2024-08-12,1,Tarjeta,1000,1093.760503000616,2024-08-12 13:19:53
486,77,4,2024-02-03,3,Tarjeta,100,336.6539892518071,2024-02-03 02:47:53
487,92,5,2024-03-14,3,Tarjeta,500,1718.106026725763,2024-03-14 10:20:51
488,62,4,2024-06-02,1,Transferencia,100,175.27937516622904,2024-06-02 19:50:37
489,63,2,2024-02-24,1,Transferencia,30,115.27407196693594,2024-02-24 10:48:17
490,25,4,2024-01-31,3,Efectivo,100,593.0986138723883,2024-01-31 14:08:26
491,56,7,2024-06-17,3,Tarjeta,720,2453.412518172296,2024-06-17 14:20:16
492,33,1,2024-04-24,3,Transferencia,100,347.6247245429453,2024-04-24 01:14:42
493,38,2,2024-03-31,3,Tarjeta,30,341.89661714328366,2024-03-31 20:15:36
494,6,6,2024-08-20,1,Transferencia,1000,1068.1678940291642,2024-08-20 10:59:34
495,58,2,2024-03-26,1,Tarjeta,30,98.2607920935782,2024-03-26 12:01:24
496,44,5,2024-10-21,3,Transferencia,500,1564.6544801859675,2024-10-21 20:15:32
497,45,3,2024-02-08,2,Efectivo,50,237.0336899602176,2024-02-08 02:02:18
498,32,6,2024-03-13,2,Efectivo,1000,2196.846864508225,2024-03-13 11:51:58
499,45,8,2024-05-13,1,Tarjeta,350,442.06367125855024,2024-05-13 03:28:20
500,61,2,2024-08-01,3,Transferencia,30,238.56527841730963,2024-08-01 03:12:25
501,47,6,2024-10-19,3,Transferencia,1000,3040.7859527872456,2024-10-19 17:04:40
502,21,6,2024-04-30,1,Tarjeta,1000,1042.6064141000184,2024-04-30 01:27:21
503,80,6,2024-05-08,2,Transferencia,1000,2168.7502560881,2024-05-08 06:20:21
504,85,3,2024-10-27,2,Tarjeta,50,246.26983826372987,2024-10-27 01:18:15
505,75,8,2024-10-27,2,Transferencia,350,802.6818580069122,2024-10-27 21:24:26
506,36,7,2024-07-28,1,Tarjeta,720,734.9591381642948,2024-07-28 03:58:38
507,99,4,2024-06-11,2,Transferencia,100,296.8410510081945,2024-06-11 14:08:54
508,19,6,2024-07-21,1,Tarjeta,1000,1052.2122445746095,2024-07-21 06:12:11
509,20,1,2024-05-16,1,Transferencia,100,193.56999796047222,2024-05-16 14:37:52
510,57,7,2024-01-26,3,Efectivo,720,2363.093247967183,2024-01-26 21:21:00
511,18,5,2024-08-27,2,Transferencia,500,1076.097524997837,2024-08-27 19:05:54
512,47,3,2024-03-26,1,Tarjeta,50,107.27864380056492,2024-03-26 23:47:57
513,49,2,2024-08-31,2,Efectivo,30,91.88995540798882,2024-08-31 00:47:17
514,14,3,2024-02-16,2,Transferencia,50,295.0622824169526,2024-02-16 11:07:57
515,15,2,2024-08-30,3,Efectivo,30,217.216173521296,2024-08-30 22:11:55
516,31,3,2024-08-04,2,Transferencia,50,206.01612388436445,2024-08-04 01:10:39
517,1,2,2024-02-12,3,Efectivo,30,215.92667304396912,2024-02-12 23:59:08
518,54,6,2024-09-24,1,Tarjeta,1000,1071.426055710458,2024-09-24 08:14:29
519,3,4,2024-01-05,2,Transferencia,100,339.20178849932677,2024-01-05 13:30:24
520,16,2,2024-06-10,1,Transferencia,30,104.37900794762221,2024-06-10 20:52:27
521,87,8,2024-06-16,2,Tarjeta,350,768.2657813301457,2024-06-16 01:09:10
522,57,2,2024-08-21,1,Efectivo,30,68.41016330476594,2024-08-21 03:05:09
523,75,1,2024-10-26,2,Tarjeta,100,242.54522159731744,2024-10-26 07:13:36
524,12,2,2024-03-13,2,Tarjeta,30,197.99179493230025,2024-03-13 03:18:56
525,74,1,2024-08-20,2,Efectivo,100,227.16348292041747,2024-08-20 03:03:56
526,96,5,2024-07-13,2,Tarjeta,500,1127.5828203942226,2024-07-13 10:53:56
527,16,6,2024-08-28,2,Transferencia,1000,2176.545259273294,2024-08-28 03:53:41
528,72,1,2024-05-16,2,Transferencia,100,380.34978669213405,2024-05-16 10:15:43
529,76,4,2024-01-04,2,Transferencia,100,300.8267968665931,2024-01-04 22:30:07
530,24,7,2024-04-07,2,Tarjeta,720,1542.6746638783534,2024-04-07 13:53:36
531,28,6,2024-04-15,2,Transferencia,1000,2033.854452941443,2024-04-15 06:27:24
532,8,1,2024-07-14,1,Transferencia,100,170.36885228987322,2024-07-14 17:30:27
533,92,6,2024-10-20,3,Transferencia,1000,3251.7400435006684,2024-10-20 10:49:45
534,36,8,2024-02-24,2,Transferencia,350,764.0379098288483,2024-02-24 00:25:02
535,90,6,2024-10-15,3,Transferencia,1000,3143.751238041008,2024-10-15 14:57:16
536,8,6,2024-07-21,2,Transferencia,1000,2170.9910806177486,2024-07-21 01:02:50
537,58,5,2024-07-19,2,Tarjeta,500,1177.8816841792118,2024-07-19 11:54:25
538,60,4,2024-02-04,1,Transferencia,100,131.88619822378033,2024-02-04 14:56:51
539,50,3,2024-02-03,1,Transferencia,50,109.55135710872278,2024-02-03 01:06:41
540,28,3,2024-01-08,3,Efectivo,50,231.9731506716733,2024-01-08 16:54:08
541,92,1,2024-07-11,1,Tarjeta,100,119.16908877256009,2024-07-11 14:37:15
542,41,6,2024-06-12,1,Tarjeta,1000,1092.000845125276,2024-06-12 05:49:06
543,100,1,2024-02-07,3,Tarjeta,100,551.5370261426694,2024-02-07 18:22:14
544,64,5,2024-09-12,1,Tarjeta,500,578.4031411622857,2024-09-12 12:09:04
545,27,5,2024-06-17,2,Transferencia,500,1028.7779373863652,2024-06-17 10:52:39
546,63,2,2024-02-02,3,Transferencia,30,347.8067740317695,2024-02-02 06:34:31
547,17,8,2024-03-10,3,Efectivo,350,1198.2719004944538,2024-03-10 04:34:10
548,73,5,2024-06-15,2,Efectivo,500,1081.6311221932547,2024-06-15 04:08:28
549,33,2,2024-04-13,1,Tarjeta,30,89.18287249228388,2024-04-13 15:54:35
550,84,4,2024-04-04,3,Efectivo,100,354.66537553536006,2024-04-04 12:19:18
551,77,1,2024-01-20,3,Efectivo,100,534.2945683251476,2024-01-20 13:37:27
552,92,7,2024-06-28,2,Tarjeta,720,1564.8383138398933,2024-06-28 09:51:58
553,29,4,2024-09-01,2,Tarjeta,100,253.58621743717015,2024-09-01 16:03:33
554,13,5,2024-10-01,1,Efectivo,500,526.9408979792141,2024-10-01 01:53:26
555,46,4,2024-01-19,3,Transferencia,100,379.74713592462206,2024-01-19 11:21:31
556,35,4,2024-02-19,1,Efectivo,100,115.13021487967406,2024-02-19 23:12:31
557,6,8,2024-05-02,1,Efectivo,350,412.90186044345165,2024-05-02 10:53:40
558,82,8,2024-01-04,2,Transferencia,350,871.2626719659314,2024-01-04 04:45:58
559,69,8,2024-03-31,3,Transferencia,350,1084.724517776595,2024-03-31 22:29:52
560,47,4,2024-04-15,3,Tarjeta,100,343.23125414224387,2024-04-15 07:39:48
561,25,5,2024-09-27,3,Tarjeta,500,1684.6479747054755,2024-09-27 17:22:56
562,66,7,2024-03-06,2,Efectivo,720,1607.5092233694895,2024-03-06 06:43:08
563,10,6,2024-10-17,2,Transferencia,1000,2078.813000302354,2024-10-17 16:20:30
564,56,4,2024-08-21,2,Tarjeta,100,282.93059178539,2024-08-21 01:06:59
565,30,2,2024-10-17,2,Efectivo,30,187.3423695494197,2024-10-17 03:26:59
566,5,5,2024-07-23,2,Transferencia,500,1069.3583200423463,2024-07-23 09:21:37
567,33,4,2024-06-05,3,Efectivo,100,337.18425884097473,2024-06-05 23:35:32
568,65,7,2024-06-09,1,Tarjeta,720,796.1705666291437,2024-06-09 02:12:53
569,18,6,2024-09-01,3,Tarjeta,1000,3198.9254764941925,2024-09-01 03:05:36
570,96,8,2024-06-06,1,Transferencia,350,412.2680399150093,2024-06-06 23:32:19
571,49,5,2024-03-29,2,Efectivo,500,1153.503143218528,2024-03-29 17:21:42
572,11,3,2024-08-21,1,Transferencia,50,120.77077538058337,2024-08-21 08:41:25
573,85,6,2024-10-20,3,Tarjeta,1000,3085.588136808147,2024-10-20 06:23:59
574,26,2,2024-10-17,3,Tarjeta,30,215.1698826747048,2024-10-17 18:32:00
575,63,4,2024-10-10,1,Efectivo,100,121.34991275107625,2024-10-10 16:25:55
576,89,7,2024-08-10,2,Efectivo,720,1483.3742624152185,2024-08-10 04:41:51
577,86,3,2024-09-12,2,Efectivo,50,241.71523434417708,2024-09-12 00:15:16
578,59,7,2024-08-18,3,Transferencia,720,2421.8220288852744,2024-08-18 16:24:12
579,27,3,2024-07-24,1,Efectivo,50,146.64593254750253,2024-07-24 19:11:50
580,49,5,2024-01-12,2,Efectivo,500,1133.1024811589,2024-01-12 04:56:30
581,77,3,2024-04-03,2,Tarjeta,50,153.13823820497225,2024-04-03 23:06:01
582,33,2,2024-01-17,3,Tarjeta,30,148.52559327121128,2024-01-17 01:26:46
583,98,2,2024-09-08,2,Efectivo,30,226.31317487661642,2024-09-08 23:37:33
584,99,1,2024-04-03,1,Efectivo,100,162.08808287239992,2024-04-03 13:52:30
585,1,2,2024-05-15,3,Tarjeta,30,286.93695567370435,2024-05-15 15:39:21
586,21,6,2024-08-16,3,Efectivo,1000,3240.994763963771,2024-08-16 17:04:11
587,55,3,2024-09-02,1,Transferencia,50,123.29495049592065,2024-09-02 10:28:16
588,6,2,2024-06-25,3,Transferencia,30,345.3037282711461,2024-06-25 22:40:41
589,92,5,2024-05-14,2,Transferencia,500,1030.1185029827782,2024-05-14 18:57:06
590,81,7,2024-09-02,2,Efectivo,720,1594.5537146143708,2024-09-02 12:58:48
591,69,8,2024-03-02,1,Tarjeta,350,436.5767481589886,2024-03-02 15:23:21
592,95,7,2024-05-16,2,Efectivo,720,1511.5043076424965,2024-05-16 18:23:46
593,5,1,2024-08-04,1,Efectivo,100,167.64025465939275,2024-08-04 06:58:23
594,3,7,2024-01-12,1,Tarjeta,720,758.2745857453275,2024-01-12 09:31:03
595,53,3,2024-09-04,2,Tarjeta,50,292.4347919668417,2024-09-04 21:17:01
596,23,1,2024-10-06,1,Tarjeta,100,113.00812151919534,2024-10-06 13:54:04
597,53,3,2024-07-15,2,Transferencia,50,224.36271188993192,2024-07-15 16:02:10
598,37,5,2024-04-06,3,Efectivo,500,1574.9559577033692,2024-04-06 07:10:25
599,74,1,2024-05-06,3,Tarjeta,100,522.2994553978328,2024-05-06 21:10:56
600,74,4,2024-03-20,1,Efectivo,100,125.83012550767958,2024-03-20 10:21:11
601,83,6,2024-01-17,2,Transferencia,1000,2062.3689871417046,2024-01-17 21:27:36
602,17,6,2024-09-29,2,Transferencia,1000,2108.9867459882366,2024-09-29 12:58:52
603,85,3,2024-02-19,3,Tarjeta,50,427.0054364991571,2024-02-19 18:27:13
604,78,7,2024-02-27,3,Tarjeta,720,2247.162880479952,2024-02-27 22:57:10
605,73,8,2024-01-07,2,Efectivo,350,745.9632038012586,2024-01-07 06:32:52
606,1,8,2024-03-28,1,Tarjeta,350,428.30791486686275,2024-03-28 10:42:26
607,51,4,2024-10-11,3,Efectivo,100,465.16727373016136,2024-10-11 04:12:30
608,45,1,2024-08-01,1,Tarjeta,100,192.06066011435942,2024-08-01 15:02:45
609,77,4,2024-04-07,1,Efectivo,100,123.19531014438581,2024-04-07 17:41:30
610,4,4,2024-07-10,3,Efectivo,100,504.40053111622063,2024-07-10 14:54:24
611,62,7,2024-08-06,1,Efectivo,720,750.9591231536633,2024-08-06 22:52:15
612,65,8,2024-03-24,1,Efectivo,350,374.10843857864757,2024-03-24 20:53:19
613,32,1,2024-10-15,2,Transferencia,100,343.0172947283087,2024-10-15 10:15:48
614,34,5,2024-07-16,1,Efectivo,500,563.431615791786,2024-07-16 10:17:10
615,92,7,2024-04-24,2,Tarjeta,720,1595.8689425052196,2024-04-24 07:30:07
616,95,4,2024-06-11,3,Transferencia,100,413.5548956404692,2024-06-11 21:19:32
617,72,4,2024-06-11,3,Transferencia,100,450.9523472231913,2024-06-11 06:07:04
618,39,5,2024-10-13,2,Efectivo,500,1092.9849017394754,2024-10-13 10:56:24
619,26,4,2024-04-11,3,Transferencia,100,595.7041552709588,2024-04-11 23:01:52
620,34,4,2024-08-27,1,Efectivo,100,136.3024061065449,2024-08-27 05:02:37
621,54,4,2024-07-11,1,Tarjeta,100,136.533551451209,2024-07-11 23:44:41
622,3,6,2024-02-18,1,Efectivo,1000,1041.9093387945748,2024-02-18 00:29:16
623,50,7,2024-10-13,3,Transferencia,720,2342.440401948387,2024-10-13 18:55:12
